Country,Year,Disease_Category,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Age_Group,Gender,Population_Affected,Healthcare_Access,Doctors_Per_1000,Hospital_Beds_Per_1000,Treatment_Type,Avg_Treatment_Cost_USD,Availability_of_Vaccines_Treatment,Recovery_Rate,DALYs,Improvement_in_5_Years,Per_Capita_Income_USD,Education_Index,Urbanization_Rate
Japan,2023,Cardiovascular,Stroke,0.17151738977882397,8.917339824178109,5.13819076334117,51-65,Female,204989,52.649831081206926,2.5553467102257237,3.272282594684647,Surgery,21366.04050139925,Yes,82.6373707936352,8814.288366649735,18.241457746039174,74049.02179520056,0.8396686268309514,51.44061665356179
Brazil,2017,Respiratory,Pneumonia,7.685794018084299,6.263527053190858,3.8689096553177866,19-35,Female,193825,59.92186964703214,9.408642371671869,13.939178819890586,Therapy,43424.697670704925,Yes,59.754501861845185,977.1847994238971,-4.7880678197712365,79846.03809659199,0.6543362150046603,89.58110633048904
Italy,2012,Chronic,Cancer,8.377228133868677,9.902965055577337,7.483068040186396,36-50,Other,940462,60.69635725854883,3.0312822975817157,6.989834167926767,Therapy,7368.878271438047,Yes,91.30888109844682,8319.803096119345,-3.0268115536204103,47097.29410305563,0.8619548547783571,79.15750463716023
Brazil,2023,Infectious,Malaria,12.391583349279221,8.21176119755015,2.385504105122021,19-35,Other,10614,68.18273095485198,3.5126977521061025,10.361148326457826,Combined,23942.734367007335,Yes,91.60993726816608,4676.901979731778,6.920615562902064,28744.63599428683,0.5427492311494728,60.81872818405477
Italy,2019,Chronic,Cancer,7.618196821602729,0.5386671312594297,5.836714715623364,0-18,Male,465623,64.89781086313955,3.983390533801716,12.9026854977621,Vaccination,29684.87366171965,Yes,69.8132271053447,3402.580953429489,-2.3405097888409094,31820.797124305624,0.5367088345418631,79.21144805170198
South Korea,2010,Cardiovascular,Stroke,13.755378395124243,3.273879680095146,5.873800502052102,19-35,Female,256197,95.11503786523838,3.561957215976057,4.953411225733403,Medication,3399.5590111632596,Yes,56.41482026125534,1853.7451469467292,0.639932888729704,48683.27309709762,0.8790119229081172,56.89553438842076
Japan,2018,Infectious,Hepatitis,9.458443800914388,5.761569593062422,1.8498561699725802,65+,Male,67115,82.52777009188273,2.466150495506965,6.445944175182486,Medication,43239.2612843199,Yes,79.81977056667421,8166.583940040681,2.438125534463058,5583.477198257473,0.7374335697715764,71.9739330519309
India,2022,Neurological,Multiple Sclerosis,12.62100994949414,7.2425484249277226,7.235466637270395,36-50,Male,222445,44.80290939539622,4.190050571617924,5.3874489069499045,Combined,15785.521508846674,Yes,67.50573646891351,5961.218092207588,7.0374002340800015,28125.23858800422,0.6112437788355719,52.833350829601024
Australia,2015,Chronic,Arthritis,2.309695848635432,5.54833132784322,3.9803472833938645,19-35,Other,968151,61.237451203979255,5.245955176103987,4.960187196469728,Medication,32875.30040456338,No,86.32814080700823,7310.919636977165,4.762840883066682,8675.308354712317,0.7311037564800766,70.89578889452206
Italy,2020,Infectious,HIV,12.84450834150449,7.882691182375599,5.463178598425489,51-65,Male,376406,47.8447951402177,5.965952619740106,8.144220297151056,Surgery,46411.19207961542,No,65.46719815034503,3218.1362399931286,18.05369096623989,51813.48623158699,0.5380341471723193,90.77386642352056
USA,2018,Infectious,Malaria,10.159643431213341,2.898290962297712,1.2522589151796861,0-18,Male,365673,56.481918741104465,2.4084964177771435,8.654429911916356,Combined,36015.760493089794,No,62.8869645156167,3990.2966966885892,17.150366537170076,50304.02267299446,0.7552845977862335,82.42916483702932
Brazil,2016,Infectious,HIV,2.6364721833311253,1.9207293072049683,2.1366509442365573,0-18,Female,342150,96.5746871978906,8.014723895766899,2.0755185726603003,Vaccination,44311.92568449635,No,92.5178082072278,9145.072915369481,13.701772277835296,49328.603849185994,0.4257468360529175,76.0835909516735
Brazil,2010,Respiratory,COVID-19,2.927477016375562,0.633775169518724,4.73024623170406,19-35,Male,866047,81.61054916532446,3.8037646210151883,10.42610004616484,Therapy,3570.279642309951,Yes,80.17520624232525,9615.70462583008,11.48270777597519,16324.30048507167,0.870527898733384,53.530737132953725
USA,2021,Chronic,Arthritis,13.904859223758898,5.775806071258068,2.620315420149461,65+,Female,278794,40.46327956691356,9.261537997384643,6.88001836813091,Medication,24687.460236628755,Yes,54.213590524096844,7424.4375717661105,0.10852650575008571,75841.93808061424,0.5765127050018393,43.48525359821886
UK,2021,Infectious,Influenza,0.5800088707105558,6.917135254687403,4.04757405671069,0-18,Female,219926,59.402816254108956,3.965971914959514,13.453410761591794,Therapy,28285.123071682385,No,83.7787795151894,7519.317551371295,10.045656459490417,45067.16001584061,0.35574388661429174,79.08133738209787
South Korea,2010,Chronic,Diabetes,6.991770655106021,3.3288821994816797,3.0546410750489854,19-35,Male,276998,65.88340248503057,8.76590990404809,13.397313836447918,Vaccination,34483.04014364468,Yes,86.88394401866395,6974.562742992381,-1.3234308114587323,46689.6499232861,0.8070076850576553,71.6853725651764
Spain,2015,Infectious,Hepatitis,4.770781820018113,6.174483430073178,5.160374993487979,19-35,Male,986176,75.54758431293327,4.172793183800058,11.081298967242716,Vaccination,5931.226872557539,No,61.52497705823204,5913.378367791681,6.31797794227152,45819.44341323493,0.8366150387358768,51.693248448422125
India,2014,Neurological,Parkinson's,10.009653855976579,0.6163565854479595,3.9484483659683907,0-18,Female,333743,69.48389406109438,5.552495087330023,12.952964632072325,Surgery,32873.7850747082,No,97.41516103377317,5991.275466399446,6.53809379432956,44330.98172640524,0.7379748427257868,91.41183243160597
China,2018,Neurological,Alzheimer's,12.610477874777981,1.083004128338356,0.13641849418802854,19-35,Male,973107,44.116592285573056,4.351192218613078,13.915197216153393,Vaccination,7385.0781883846785,No,68.27005408131349,9641.648614603278,12.24274891430328,75382.09500679336,0.6778223884259663,70.36105702158109
Russia,2011,Neurological,Parkinson's,5.469634011192886,7.047372245359134,5.232478619768534,19-35,Female,779869,70.41730065232542,4.483857831056434,9.082604184283042,Vaccination,3473.879079911731,No,96.0881186371326,7534.024115039034,15.878168128517231,50151.81539183731,0.8570513725790403,71.45222895415664
Italy,2017,Cardiovascular,Stroke,6.460841101110274,3.743890081651258,3.434760300696436,51-65,Male,222689,47.68529728713142,6.567239833216317,14.60668902836826,Medication,23519.02847444517,Yes,64.38722924756661,6587.878831354687,3.012556734928081,41384.391120203865,0.673233561928525,56.43182830188955
USA,2020,Infectious,HIV,14.730574989071071,6.746206907919755,2.7994168898727607,19-35,Female,614505,70.63278635516679,7.236357352848952,14.375584059458854,Therapy,30058.72677248434,Yes,79.85060307793792,1971.789068504675,-3.9704680960312055,62483.38827679406,0.7748491544163812,88.36616344154984
Russia,2014,Cardiovascular,Stroke,11.780355994220121,8.334039090771189,0.8437593430374661,19-35,Female,935094,54.51804798835421,8.834261693467477,2.5383573037213183,Medication,47910.06962413929,No,75.36092341618667,9773.032350129512,-3.825740708727322,23859.687419517082,0.5827471436714247,89.02649933364836
Japan,2011,Chronic,Arthritis,13.468341550883691,8.540962131013558,1.8409205554752828,65+,Other,45391,48.50734564546631,6.121472879996116,8.318570510212977,Medication,34961.408826493185,Yes,98.61576865292076,5250.904360267935,16.87060720718103,19400.75209540099,0.7363234584392926,79.3330766736226
Italy,2022,Cardiovascular,Stroke,6.637557087709283,1.8044596900980647,1.8678011034887423,0-18,Male,954402,56.9874534072242,2.951597372401122,2.60254450063061,Combined,29610.39899811934,Yes,70.00942485768913,9442.76097448719,7.158146507049386,37940.9482854157,0.8993894357228955,45.460116281261875
Spain,2019,Chronic,Cancer,3.5877354393633167,4.91422716627833,7.4894190452973595,65+,Female,606279,45.87770263334838,9.906220870717982,10.577869909391294,Combined,10806.788554731513,Yes,58.78524251045664,7164.219621957936,1.2003145772275143,6176.423444881927,0.5295030727372025,44.641212494058394
Russia,2020,Chronic,Cancer,6.23676563425813,7.365874563961616,3.5168525004977202,36-50,Female,543526,56.75503967586902,7.153960946112504,11.713861002312063,Surgery,7687.013904051797,No,90.82723429190796,496.8003090162404,-4.192831815017452,27013.775469221895,0.732064024085783,65.81590184848787
Japan,2020,Chronic,Diabetes,10.769769575689551,7.762407903042413,0.43232019299984337,65+,Male,522461,91.14902956960181,4.3727698667274035,13.385491527364035,Surgery,30402.933916008613,No,52.06016393132571,5436.055447574135,8.219108451141725,36505.58088986173,0.38933515764015625,47.815996839837005
France,2021,Cardiovascular,Heart Disease,1.730513032056092,7.868292209215888,1.196651789722235,36-50,Male,973234,58.12307113264666,9.713840274049748,10.100133538955426,Vaccination,11225.157063791205,Yes,93.36284541325817,8937.552974192546,-1.5726305036622321,48402.40470729709,0.681059163534961,58.255588722207634
Australia,2015,Infectious,HIV,4.129989673685981,2.3588566103677864,0.7243581382900053,36-50,Male,170104,67.74310001458383,9.626261507348211,7.355898857449027,Surgery,35359.59410113018,Yes,55.41888517750412,612.6287865334576,5.425701680001659,45740.25787108625,0.49373279129427583,49.423897112581514
Brazil,2019,Cardiovascular,Hypertension,0.7948749168776967,2.006094695465356,4.752068182636969,65+,Other,19044,70.66869313495688,1.7158529925761252,3.183117841223634,Surgery,5812.406883887555,Yes,78.02860946053127,8680.602748232312,7.901942875401758,32555.140726077505,0.8199581776734244,57.05634466258713
France,2017,Infectious,HIV,6.5419813012381605,5.9411234359095895,1.5743097833779314,51-65,Male,779132,50.51915480073302,1.178430965869862,2.751455743834046,Vaccination,17047.82758841856,No,84.95735056836067,6172.573792987916,0.7300081449139313,30744.73095477319,0.5157837434144616,91.86020851463354
Italy,2013,Infectious,HIV,12.428941466096237,7.4367493976083745,4.03860535822603,65+,Other,486909,66.06528308054587,1.4001093858710685,7.799342041059639,Therapy,38677.02949574694,No,66.47984368912984,540.8198940033199,-0.029079845697469686,5098.908576949053,0.5670865297142729,81.43503751452994
Spain,2011,Chronic,Arthritis,0.46748895564036097,3.2594812037885137,3.023490296672807,0-18,Male,893284,90.32588617337434,7.167829806018473,12.655667824896643,Vaccination,41568.750286483315,No,91.392330555457,3798.623473619845,-4.504798232678516,71083.45599609401,0.8881861946254501,47.60681149266504
India,2021,Cardiovascular,Stroke,10.162320549426774,1.1365810529379734,6.4506233794391745,65+,Other,147784,44.75109735254984,7.397911769454356,11.51006222537982,Vaccination,17327.514600070517,Yes,79.09154350038759,398.6888830156762,9.638019627613485,22345.52749442894,0.42922251929115113,76.79035048821595
Russia,2020,Infectious,Influenza,13.99418853025472,7.1957891908097675,2.6318681343963624,51-65,Male,923483,94.44635768475925,7.516249979429957,13.331224658245283,Therapy,10415.324516219884,Yes,69.36263862823733,116.99134778777558,0.011030276410738615,31850.236896304046,0.6388565600133247,41.67786486687646
South Korea,2014,Neurological,Multiple Sclerosis,3.630225136516616,3.067008530662045,3.720297310934786,65+,Other,497566,91.39570056608565,6.6721544905019545,12.35386294785707,Vaccination,47914.17307209571,No,65.94281297602237,8974.608782160645,16.95571114569622,6519.123537395089,0.8182550198984699,94.09937178602951
Australia,2021,Infectious,HIV,10.435159126841958,1.7469909706860463,5.798155833922824,51-65,Female,206084,90.49394160280144,3.5694218388164716,3.876531780384111,Combined,38077.69210784794,No,55.488403581427136,7510.9251786826535,10.094413744396181,76763.23606181487,0.48889605778932266,69.24322758235938
Italy,2011,Neurological,Multiple Sclerosis,14.629018326392986,1.5624629311316036,3.523474534752051,0-18,Other,100022,51.714023764557474,2.5041601575234145,3.804541746233406,Surgery,40372.258462105856,No,81.3778144870825,2965.7728707797723,8.910358243676269,42092.94077554808,0.30916388375478276,67.7977318111846
USA,2011,Cardiovascular,Stroke,14.437943096271702,3.2176045205144916,6.366402734504193,19-35,Other,848764,68.57450231247263,9.35072484874894,7.412186210076383,Vaccination,11215.307329108926,No,67.83810437032321,1225.7342526770851,7.617116615203397,6745.435949520141,0.8378045636629223,53.2184314148239
South Korea,2015,Cardiovascular,Heart Disease,3.600444976134235,5.96751285254608,5.3273064142696525,51-65,Female,279785,76.35317275984818,9.218261518263642,3.6761802512994226,Medication,21279.488536987887,No,65.70746687841083,638.8825618679784,0.3827519597725777,23839.55244009595,0.6717792757916614,65.18084225555421
South Korea,2020,Cardiovascular,Heart Disease,1.5949326928598238,3.6481821630687845,3.3431800001790566,51-65,Male,687071,45.897045516693055,3.182374909750418,3.624639772816756,Surgery,3503.615688908356,Yes,96.54745113690439,9180.501074099835,19.235261106924774,70944.6923451121,0.4382550968395171,68.943238398789
South Korea,2019,Infectious,Hepatitis,2.3094098146491477,0.3045523307749728,4.081457212922265,51-65,Female,120593,72.85388523960026,2.511434222718037,4.74890510308771,Combined,5559.034462169441,No,63.36708186218601,6293.012836707771,19.17611573686039,33177.62110124387,0.46580078856963336,76.20087965568212
Germany,2018,Respiratory,Bronchitis,10.560331460383917,1.0593935033103297,7.740907301153328,0-18,Female,900123,89.5625495981416,4.378068928887674,1.3159406144575039,Combined,11125.856283562993,Yes,92.95169042414685,1689.53298788251,3.031810614495768,56705.38417255726,0.7797523658451256,42.52515076274341
Italy,2022,Infectious,Hepatitis,10.913807244253805,2.975982147266329,5.326730822416299,36-50,Female,740877,95.25668240801966,1.435659611787892,8.99879730109996,Vaccination,15231.408081301819,No,97.76990508302735,6846.473438134668,14.405405600574365,51038.802883838885,0.685258790252015,58.81962735064062
Australia,2013,Infectious,Hepatitis,10.146124768260165,6.63107437325621,7.249462285181366,51-65,Other,306026,56.421383066131625,2.459252070318727,6.552494883421756,Therapy,49859.52166630549,Yes,90.31425749251683,9989.018089712214,-2.018848357227641,40395.377355198136,0.7395602914702142,61.28484132084414
Brazil,2015,Chronic,Cancer,5.107567977359347,1.075299227338485,1.5121921774214087,0-18,Female,327296,57.03562002547363,4.422690980681258,4.323541426252272,Medication,21162.21940228465,No,50.95633609986088,7901.471461868506,14.513221140796162,67491.40981361028,0.6463334090444111,48.20325808794017
Brazil,2016,Chronic,Diabetes,2.62967640239602,5.65050284965675,3.9175656343367007,19-35,Male,566068,55.97310642482476,3.1486956157508104,2.879134649531732,Vaccination,34924.00156840461,No,92.56257551191771,4520.66983918424,2.1582983242821276,8026.572324162902,0.7740243100485349,53.18821948534878
Italy,2022,Infectious,Malaria,8.753340270088572,1.2868701211576423,7.2784271917759,51-65,Other,321727,49.05355431372071,7.631382381314858,7.381903747655305,Therapy,45231.91411895763,Yes,60.45735152368715,8160.349039082842,2.2283618991814373,73431.77110139486,0.7926398532490382,53.01699199868988
Japan,2020,Neurological,Alzheimer's,7.30683864179221,2.194991740758877,2.6486352853871993,36-50,Other,836005,65.41211147511873,9.14463668648753,9.427417458096562,Combined,12378.235906720693,No,67.31060366669017,7468.636150913087,7.6808327361899735,58854.1555756086,0.5321380561520559,84.57066170414738
Germany,2015,Chronic,Arthritis,10.959628792122322,1.8046664228020515,7.744547165356725,0-18,Female,553158,86.28366204651438,9.18226145888504,14.625882667129527,Surgery,7321.637534681383,No,98.58757645022914,977.666658160351,4.808224041718663,69778.53249766392,0.8405769276334758,77.79723745044566
USA,2017,Infectious,Influenza,6.676265172415759,0.7655634921510238,0.8669121747418937,19-35,Other,614006,82.01322979647374,6.438500111613246,4.553534126554215,Combined,12238.584054996018,No,69.84391511283486,9264.396590521288,-2.054221425655238,6269.933600930259,0.6031197048623379,90.75117627563434
South Korea,2013,Respiratory,Tuberculosis,5.145731450828379,6.746165192127243,7.231102245172791,36-50,Male,692141,93.11884172775964,7.33140763023488,1.3686887234643699,Vaccination,44132.84218165174,No,82.08690964306618,8852.622154603358,9.82692857324886,11359.594495565034,0.3960993289570881,57.044202793072245
South Korea,2021,Neurological,Alzheimer's,4.472830802649314,4.6876951191217415,3.617175764320284,19-35,Other,448592,60.98874747988624,5.446282936328652,11.304211495720642,Therapy,33317.73310807904,No,65.22524016942951,5946.539277765661,0.3460902345567778,20440.912885428024,0.4310847180119005,88.49138646963726
Italy,2010,Cardiovascular,Heart Disease,3.2509077687412233,8.327429064883649,0.6825789046151692,36-50,Female,415217,73.76093585355729,2.320189415262061,4.292374063601524,Vaccination,22621.62264969992,No,68.10200476474819,5130.677136514879,6.111994532621413,49517.05983934016,0.7402948637742568,87.50909708044763
Japan,2016,Infectious,HIV,4.059621005181255,1.079019315824938,7.0482205814300904,65+,Female,120752,85.22559418035257,6.715322467697761,7.779691280028156,Combined,41032.109066978766,Yes,79.28364109435735,2354.639623034826,0.7752672457711931,11931.567158755053,0.526404486143407,64.63772784720075
Brazil,2012,Infectious,Influenza,1.5129735387771104,1.5328560400469153,2.0903276780319966,65+,Female,342745,92.99222494109117,4.149584316854898,12.315152790629977,Medication,11912.649500650545,No,96.46600154182758,8361.133107138747,16.43963104066388,74866.0251735946,0.4574637889428274,74.63504995718502
Brazil,2023,Neurological,Multiple Sclerosis,5.268169462840454,3.133931540369461,0.27577599141227915,65+,Other,227280,91.43350440740775,1.0521415486501,1.5176759406640978,Combined,12034.851189526185,No,63.84032267509005,4375.675454845292,3.4505419318017054,61144.55760082392,0.6628632005087145,72.88742547666745
Spain,2015,Chronic,Arthritis,0.6448902042080772,7.6820732706942,1.1728761339966192,19-35,Female,657247,67.46553807134484,6.174583352571148,2.9812695903094744,Vaccination,28404.28259191229,Yes,62.120934345114044,5835.13624299045,17.18727062914911,65569.71857166095,0.7693621217009365,56.93055033229864
Italy,2011,Chronic,Diabetes,2.8775663227782697,3.127012349241418,5.3070064610081165,65+,Other,110950,93.5046121874019,2.7853191207460246,2.374464688478831,Therapy,39524.131586895724,Yes,51.287453455375285,1783.8661012247367,3.152431088982615,48788.75064041631,0.3655358674095498,54.41392693823641
Germany,2018,Chronic,Diabetes,11.226879624829493,4.143345204237057,7.824710764191739,0-18,Female,591568,66.19928979828184,8.9785507275394,4.272169290340576,Vaccination,13051.969994065812,Yes,59.90333136228685,2216.845306085317,-0.5125731986672335,52321.1052079062,0.5694756262698948,49.29276758618606
UK,2010,Cardiovascular,Hypertension,4.949487931281677,3.0858753063419293,0.9805509027097827,0-18,Female,90156,93.26710086133966,9.405502509046228,3.4224463722604357,Surgery,10580.713491693043,Yes,62.85821518861093,9853.493109820429,9.41586606706242,21579.338058110803,0.7628822657935641,86.07158902299149
Germany,2015,Neurological,Alzheimer's,10.056731552962423,0.8942204888301967,3.74938958018562,65+,Female,414036,85.84127760678766,2.459557552173634,5.432425571128248,Surgery,23751.33749702159,No,53.08091209193929,4990.59970198448,8.878444406393667,73253.09761528308,0.8421773051082468,69.34410523018359
Brazil,2015,Neurological,Parkinson's,10.781574216399433,9.400392866672256,1.5270287524855068,36-50,Male,546835,53.07722740936518,1.2647150610153224,11.448264367151166,Therapy,6796.814031582123,Yes,77.61683015642598,8175.854496193885,10.472838927823926,53668.83626156448,0.30813019392040797,58.610111194926375
Brazil,2014,Chronic,Diabetes,8.759661606708491,5.530536021504769,5.985788619402578,36-50,Male,854672,94.85039277503347,1.036399910680241,1.5928124297096597,Combined,37415.80620416419,Yes,56.21145366817834,8314.32702510079,2.5534899644087297,36330.51365704323,0.6936539458340807,68.04959004017418
France,2022,Chronic,Diabetes,14.384596346344436,7.899548563036418,1.032665308118332,19-35,Female,844986,54.30541086509513,9.217391998153067,2.032694379261037,Vaccination,28908.81302398958,No,75.04274355060733,9816.952272860519,2.9992228965842873,71125.39819785656,0.6584228093580321,44.432472215945566
Brazil,2014,Respiratory,Bronchitis,0.41945401268438753,6.617735212634431,1.9947498129990278,36-50,Female,769275,93.59677776867008,2.3681671584548383,8.900533599785561,Surgery,25675.806333538487,Yes,59.26008463481473,9830.749753294713,0.9357520881896582,69786.64086505744,0.6106445806928535,45.82907450412595
USA,2010,Respiratory,COVID-19,11.105924493763318,5.191117362713553,1.6516071444276639,51-65,Other,70600,76.29143509749372,4.917991964912939,8.283636552995146,Medication,43625.94433465263,No,95.85054957906114,4623.858640094942,18.21002425562491,5040.441063716271,0.396118239053335,81.76437847157919
China,2019,Infectious,Hepatitis,14.38592099471208,0.9878147409278631,4.464906264899125,36-50,Other,497746,79.37519032483877,1.514452298407829,7.637051026776343,Surgery,36654.83504897672,No,65.04778052336367,9508.171737429966,12.073893289096958,74362.81513663939,0.7450726110412598,89.56842280415668
Italy,2021,Infectious,HIV,12.947848767358796,6.463062098176013,6.998154326804995,0-18,Male,576396,46.450675498046564,4.360112805192948,8.22272508647151,Combined,7548.56261865822,No,54.55349526599603,3717.9987528824413,13.90639371985533,32257.039558060595,0.535677583388112,57.614767849436994
Russia,2014,Neurological,Parkinson's,2.6016011078946986,1.6381665237746381,4.137612589135706,36-50,Other,273862,43.878720677913996,8.068824078881933,11.388544444167147,Therapy,21079.547740263664,Yes,90.97156194417863,6115.627355979966,-0.1459214973109919,36661.01653646304,0.44077505571384645,62.504530967207614
Germany,2011,Neurological,Multiple Sclerosis,4.969622563150808,4.202393376627138,0.5601232768946229,19-35,Other,445070,97.13212043607805,4.660017973623303,9.065596538628277,Medication,16131.400694785461,No,69.6997824823263,8234.95305665827,11.539457271662357,11398.509570377817,0.8100150747015309,60.5549240201934
China,2016,Cardiovascular,Stroke,2.6695324141593346,6.32822012045626,4.550772551714966,36-50,Other,244916,59.87873581781817,7.980221813745114,7.39762397272685,Vaccination,40123.264956945415,Yes,90.18592485895219,9146.486719718714,14.066607931557964,70818.28555412262,0.48421802466302355,66.34736192815073
Japan,2012,Cardiovascular,Stroke,9.059494620839091,7.844067104674021,6.400415894612274,19-35,Other,5214,89.81789609162865,7.199553018861044,2.1445139250034417,Vaccination,35979.935530145616,Yes,65.31198957370404,5286.0083198298835,3.5614026769059084,45440.349354508115,0.4190493336978386,62.7690103944863
UK,2022,Respiratory,Tuberculosis,10.711600931494434,6.881947239515333,1.1440339587041495,51-65,Male,353741,81.56405156121568,5.655772835148097,14.646795595625488,Therapy,23653.303381486032,Yes,74.50185101291562,4236.808635334396,-1.057684824688136,72927.81607959366,0.487227924168703,61.24308296020689
USA,2013,Infectious,Influenza,4.824399163509567,6.748181937640825,0.6744185933222745,65+,Male,453716,75.64416448805244,7.639388297534341,4.350671077199957,Medication,41199.960795871884,No,71.82250780486609,7312.328731034358,12.425106237779904,63561.176051256436,0.40863163795921337,76.29707722542364
Australia,2012,Respiratory,COVID-19,8.138647952366002,1.5755178708345543,1.5836814427047956,51-65,Other,380333,80.4273871746677,8.912025948240903,13.168210799055474,Medication,20562.350187005388,Yes,77.3374111809167,4613.682926811853,10.278589800836748,72348.5993602183,0.7663638732260238,54.96619550995899
Canada,2012,Respiratory,Pneumonia,10.394716494060805,3.52667254670872,5.994081950290857,0-18,Other,602326,45.273843042475924,8.137103027467045,6.305687905841332,Medication,40197.24631191267,Yes,69.68090808221912,6750.834150693193,9.390456203554924,76119.397695098,0.40924208070029827,91.8448750304542
Germany,2013,Infectious,Hepatitis,6.3779632675046205,0.5248314993359221,4.7742753143028125,51-65,Male,366575,64.33131953251248,7.225569350143208,10.575110885194182,Therapy,1700.5372571082623,Yes,74.34330538068586,8061.767188134447,-0.4358338523609575,71442.82721616891,0.7300008767318102,56.966206103761195
China,2014,Cardiovascular,Stroke,12.824831403786344,7.222821242446999,4.370697766297816,51-65,Female,513511,75.8175070454599,7.316399760009819,7.357815984153783,Therapy,6817.486929351074,Yes,83.2870483620309,8427.159950443522,1.562302260948682,20737.645976508364,0.3975002883167691,51.80189177307601
Australia,2010,Infectious,Influenza,11.596094035788475,9.530601215042449,2.07089116759097,0-18,Other,698386,91.18621433941344,2.449886352728729,5.9582785245392555,Vaccination,37823.122951877674,No,70.31945613643985,2617.709012656679,10.622113229740679,10258.439989388638,0.43578385511907236,93.4548505458217
UK,2013,Chronic,Diabetes,1.0635166033735028,2.7146928627728504,2.7246691024501897,0-18,Female,754033,82.16655362647283,9.55604790966003,9.600270713234284,Surgery,5808.023216377093,Yes,83.53583257460318,5757.435398292519,10.339655602125376,51518.98789880949,0.5055119351571907,52.584293145721446
France,2021,Chronic,Diabetes,9.354766956453352,0.9681974207068622,7.730491602252404,65+,Other,113424,54.91562873292315,2.850978464996844,8.505489825578927,Combined,34219.6759242644,No,85.00079404169492,347.8392071227611,8.86807083704444,16629.217407903947,0.8700363821034145,69.51722335967563
Australia,2021,Chronic,Arthritis,3.606350709300269,4.808143759861171,2.000939291162147,65+,Male,914539,98.11065110356347,4.140569480649455,4.254053697481359,Vaccination,36206.33252656422,Yes,86.69741151655401,7997.7864948532,14.203484149681163,69732.99658445874,0.8482897191971948,58.090530515725845
USA,2020,Neurological,Alzheimer's,8.4070221435424,8.581312408962932,7.222998843715199,36-50,Other,246453,77.9391588583891,5.661878628636854,5.707385184483787,Medication,33143.548323677285,No,73.07590496598942,1338.4422127742803,15.366429947569546,76059.22233884674,0.351069431001688,44.26112692866717
USA,2017,Cardiovascular,Stroke,14.357637795231197,5.564544533190619,4.686198885216119,19-35,Female,654187,69.57768046752054,2.1356270292453923,1.4812750409701674,Surgery,40929.783047756144,No,50.185713941483854,8729.676554962383,1.912853384415146,14095.762841646558,0.501493794095694,92.41019259945709
Russia,2019,Cardiovascular,Heart Disease,13.198023867828526,0.5630937868821217,1.0740420843328577,0-18,Male,535295,86.10135000298384,6.342182526690457,3.7101708015812838,Combined,25629.69179905606,No,86.92204256055967,4127.415088228598,-1.0598108927205931,22687.949657352838,0.5078067841779059,60.58446246108156
France,2016,Neurological,Parkinson's,6.127294406415462,9.745295181226666,3.7917677874250373,51-65,Other,241366,75.55932386402206,2.6441066878726014,5.70166213281272,Medication,44862.1494299017,Yes,94.54517077824104,1755.9559504483443,0.02919460254279116,51891.88312438077,0.42693837274694457,75.46506417303571
Canada,2018,Respiratory,Tuberculosis,4.443556489330866,8.303634108629746,7.593534867150919,51-65,Other,967420,81.88932422394552,9.310309482143445,14.609698334503598,Therapy,28517.86176075668,No,81.97827589727342,7978.567652557539,2.0327198982931325,59394.34370262331,0.5613701301196109,87.42390231243851
Italy,2014,Chronic,Diabetes,3.5926455916830595,1.4027813628099508,3.406668225285133,65+,Male,826737,76.41086111565554,8.998085202524756,8.379245086718779,Surgery,25442.861139630546,Yes,75.70280418152404,2082.8352316311266,18.69371431522922,43423.410218950405,0.7487971492484914,70.41414182962482
Australia,2022,Chronic,Cancer,8.034471559372149,9.225797789384739,6.920753861835962,19-35,Other,946709,50.55144342967539,5.899828853559938,10.811147116870567,Therapy,25518.42676376261,No,77.41997496310162,4004.705269383124,-1.5709471232121892,32677.435504885674,0.3596046979484862,79.20698285197491
France,2019,Respiratory,Bronchitis,1.8023019535450393,4.561814057191367,2.125786687748491,0-18,Male,644032,72.05800758942013,5.045286883699447,10.430405127684805,Combined,45612.90265248239,No,81.3997761775569,5712.074342546126,16.96903727813366,27951.87006882688,0.7029907288851069,83.15334209034133
USA,2013,Infectious,HIV,8.284197621110904,3.7817901066919184,4.610284999222946,65+,Other,574637,56.70296805591317,1.923417209171741,14.732431004030161,Combined,12260.432185759519,Yes,98.9277076025192,3664.296391523348,0.08443648010409888,54947.6085708157,0.4564581028249751,60.98494287625485
USA,2017,Infectious,HIV,0.11987122841280104,4.664427972219163,6.766431259795592,19-35,Male,958903,73.64701826736558,8.409701783004806,8.779313910603992,Medication,34782.26857432303,No,53.04074095426411,1872.3845504974618,3.7111428262338695,60842.11162692037,0.685463863689059,74.58270326714042
China,2018,Cardiovascular,Stroke,4.925359498113088,8.362262373022377,7.373438685240594,0-18,Other,753760,47.40470908202888,4.41433088782629,9.196921982175072,Therapy,12206.527829432827,No,51.03796196543725,4120.328580790363,-1.853183415092217,26662.70828465795,0.7091361175661033,51.327709306268446
Brazil,2022,Neurological,Alzheimer's,3.377021276075661,6.628848815039179,3.938004600495276,51-65,Male,291091,53.68597975980084,3.21691630700683,5.200982473850616,Vaccination,4699.531429533918,Yes,97.2442310128887,1528.0192688255954,-2.4159912256059854,29449.68512956627,0.7368824715932438,43.04350556624207
